date,brand,store,on_promotion,price,quantity
1992-10-07,dominicks,2,0.0,1.82,8640.0
1990-06-20,dominicks,5,1.0,1.59,1792.0
1990-06-27,dominicks,5,0.228682783,2.326737768,2144.0
1990-07-04,dominicks,5,0.0,2.49,2496.0
1990-07-11,dominicks,5,0.0,2.49,2944.0
1990-07-18,dominicks,5,0.0,2.49,1024.0
1990-07-25,dominicks,5,0.228682783,2.326737768,2624.0
1990-08-01,dominicks,5,0.0,2.49,4224.0
1990-08-08,dominicks,5,1.0,2.09,4544.0
1990-08-15,dominicks,5,0.0,2.09,1728.0
1990-08-22,dominicks,5,0.0,2.09,1216.0
1990-08-29,dominicks,5,0.0,2.09,1152.0
1990-09-05,dominicks,5,1.0,1.89,30144.0
1990-09-12,dominicks,5,0.0,1.89,8960.0
1990-09-19,dominicks,5,0.0,1.89,8192.0
1990-09-26,dominicks,5,0.0,1.79,6528.0
1990-10-03,dominicks,5,1.0,1.79,34688.0
1990-10-10,dominicks,5,0.0,1.79,4672.0
1990-10-17,dominicks,5,0.0,2.49,1088.0
1990-10-24,dominicks,5,1.0,1.24,69440.0
1990-10-31,dominicks,5,0.0,1.59,1280.0
1990-11-07,dominicks,5,1.0,1.59,35456.0
1990-11-14,dominicks,5,0.0,1.29,13824.0
1990-11-21,dominicks,5,0.0,0.99,14208.0
1990-11-28,dominicks,5,1.0,1.59,29312.0
1990-12-05,dominicks,5,1.0,2.49,52992.0
1990-12-12,dominicks,5,0.0,2.19,15680.0
1990-12-19,dominicks,5,1.0,1.39,43520.0
1990-12-26,dominicks,5,0.0,2.19,3904.0
1991-01-02,dominicks,5,0.0,2.19,896.0
1991-01-09,dominicks,5,0.0,2.19,2240.0
1991-01-16,dominicks,5,1.0,0.99,125760.0
1991-01-23,dominicks,5,0.0,2.19,1408.0
1991-01-30,dominicks,5,0.0,2.19,7232.0
1991-02-06,dominicks,5,1.0,1.49,41216.0
1991-02-13,dominicks,5,0.0,1.49,9024.0
1991-02-20,dominicks,5,0.0,2.19,1600.0
1991-02-27,dominicks,5,0.0,2.19,2496.0
1991-03-06,dominicks,5,1.0,1.99,6336.0
1991-03-13,dominicks,5,1.0,1.09,56384.0
1991-03-20,dominicks,5,0.0,2.19,1600.0
1991-03-27,dominicks,5,0.0,2.19,2944.0
1991-04-03,dominicks,5,1.0,1.59,13504.0
1991-04-10,dominicks,5,0.0,1.59,5376.0
1991-04-17,dominicks,5,0.0,1.59,6656.0
1991-04-24,dominicks,5,1.0,0.99,95680.0
1991-05-01,dominicks,5,1.0,2.19,896.0
1991-05-08,dominicks,5,0.0,2.19,1728.0
1991-05-15,dominicks,5,0.0,2.19,1280.0
1991-05-22,dominicks,5,0.0,2.19,5696.0
1991-05-29,dominicks,5,1.0,1.59,28288.0
1991-06-05,dominicks,5,0.0,1.59,4864.0
1991-06-12,dominicks,5,0.0,2.09,2880.0
1991-06-19,dominicks,5,1.0,1.41,5760.0
1991-06-26,dominicks,5,0.0,1.29,15040.0
1991-07-03,dominicks,5,0.0,1.89,5120.0
1991-07-10,dominicks,5,0.0,1.89,3264.0
1991-07-17,dominicks,5,1.0,1.59,9536.0
1991-07-24,dominicks,5,0.0,1.59,6208.0
1991-07-31,dominicks,5,0.0,1.89,6592.0
1991-08-07,dominicks,5,1.0,0.99,63552.0
1991-08-14,dominicks,5,0.0,0.99,27968.0
1991-08-21,dominicks,5,1.0,1.49,21760.0
1991-08-28,dominicks,5,0.0,1.49,2688.0
1991-09-04,dominicks,5,0.0,1.39,10432.0
1991-09-11,dominicks,5,0.0,1.39,9792.0
1991-09-18,dominicks,5,0.0,1.39,8448.0
1991-09-25,dominicks,5,0.228682783,2.326737768,7680.0
1991-10-02,dominicks,5,0.0,1.58,6912.0
1991-10-09,dominicks,5,0.0,1.58,8256.0
1991-10-16,dominicks,5,1.0,1.58,28672.0
1991-10-23,dominicks,5,0.228682783,2.326737768,16544.0
1991-10-30,dominicks,5,0.0,1.58,4416.0
1991-11-06,dominicks,5,0.0,1.58,1856.0
1991-11-13,dominicks,5,1.0,1.58,6528.0
1991-11-20,dominicks,5,0.0,1.58,6080.0
1991-11-27,dominicks,5,0.0,1.58,3456.0
1991-12-04,dominicks,5,1.0,1.58,25856.0
1991-12-11,dominicks,5,0.0,1.58,25728.0
1991-12-18,dominicks,5,1.0,1.58,23552.0
1991-12-25,dominicks,5,0.0,1.58,2944.0
1992-01-01,dominicks,5,1.0,1.58,5888.0
1992-01-08,dominicks,5,0.0,1.58,6848.0
1992-01-15,dominicks,5,0.0,1.58,1792.0
1992-01-22,dominicks,5,0.0,1.58,5248.0
1992-01-29,dominicks,5,0.0,1.58,16768.0
1992-02-05,dominicks,5,0.0,1.58,52160.0
1992-02-12,dominicks,5,0.0,1.58,16640.0
1992-02-19,dominicks,5,0.0,1.58,1344.0
1992-02-26,dominicks,5,0.0,1.58,4608.0
1992-03-04,dominicks,5,0.0,1.58,12672.0
1992-03-11,dominicks,5,1.0,1.58,48640.0
1992-03-18,dominicks,5,0.0,1.58,13248.0
1992-03-25,dominicks,5,0.0,1.58,29248.0
1992-04-01,dominicks,5,0.0,1.58,4608.0
1992-04-08,dominicks,5,0.0,1.58,3136.0
1992-04-15,dominicks,5,0.0,1.58,13184.0
1992-04-22,dominicks,5,1.0,1.29,67712.0
1992-04-29,dominicks,5,0.0,1.29,18880.0
1992-05-06,dominicks,5,0.0,1.89,6208.0
1992-05-13,dominicks,5,0.0,1.89,5952.0
1992-05-20,dominicks,5,0.0,1.99,4160.0
1992-05-27,dominicks,5,0.0,1.69,23488.0
1992-06-03,dominicks,5,0.0,1.69,60480.0
1992-06-10,dominicks,5,0.0,1.69,20416.0
1992-06-17,dominicks,5,0.0,1.99,6336.0
1992-06-24,dominicks,5,0.228682783,2.326737768,0.0
1992-07-01,dominicks,5,0.0,1.99,1408.0
1992-07-08,dominicks,5,0.0,1.99,4672.0
1992-07-15,dominicks,5,0.0,1.29,19520.0
1992-07-22,dominicks,5,0.0,1.99,7872.0
1992-07-29,dominicks,5,0.0,1.69,5184.0
1992-08-05,dominicks,5,1.0,1.49,42240.0
1992-08-12,dominicks,5,1.0,1.89,6592.0
1992-08-19,dominicks,5,0.0,1.99,2112.0
1992-08-26,dominicks,5,0.0,1.79,21248.0
1992-09-02,dominicks,5,0.0,1.29,1856.0
1992-09-09,dominicks,5,0.0,1.99,3712.0
1992-09-16,dominicks,5,0.0,1.85,2688.0
1992-09-23,dominicks,5,0.0,1.85,6464.0
1992-09-30,dominicks,5,0.0,1.49,40896.0
1992-10-07,dominicks,5,0.0,1.85,6144.0
1990-06-20,dominicks,8,1.0,1.59,14336.0
1990-06-27,dominicks,8,0.0,2.29,6400.0
1990-07-04,dominicks,8,0.0,2.29,3968.0
1990-07-11,dominicks,8,0.0,2.29,4352.0
1990-07-18,dominicks,8,0.0,2.29,3520.0
1990-07-25,dominicks,8,0.0,2.29,6464.0
1990-08-01,dominicks,8,0.0,2.29,5952.0
1990-08-08,dominicks,8,1.0,2.09,8832.0
1990-08-15,dominicks,8,0.0,2.09,7232.0
1990-08-22,dominicks,8,0.0,2.09,5504.0
1990-08-29,dominicks,8,0.0,2.09,4800.0
1990-09-05,dominicks,8,1.0,1.89,52672.0
1990-09-12,dominicks,8,0.0,1.89,16448.0
1990-09-19,dominicks,8,0.0,1.89,19072.0
1990-09-26,dominicks,8,0.0,1.79,13376.0
1990-10-03,dominicks,8,1.0,1.79,61440.0
1990-10-10,dominicks,8,0.0,1.79,13760.0
1990-10-17,dominicks,8,0.0,2.29,3136.0
1990-10-24,dominicks,8,1.0,1.14,186176.0
1990-10-31,dominicks,8,0.0,1.59,3712.0
1990-11-07,dominicks,8,1.0,1.59,35776.0
1990-11-14,dominicks,8,0.0,1.29,26880.0
1990-11-21,dominicks,8,0.0,0.99,71680.0
1990-11-28,dominicks,8,1.0,1.59,25088.0
1990-12-05,dominicks,8,1.0,2.29,91456.0
1990-12-12,dominicks,8,0.0,1.89,23808.0
1990-12-19,dominicks,8,1.0,1.39,89856.0
1990-12-26,dominicks,8,0.0,1.89,12224.0
1991-01-02,dominicks,8,0.0,1.89,3776.0
1991-01-09,dominicks,8,0.0,1.89,13824.0
1991-01-16,dominicks,8,1.0,0.99,251072.0
1991-01-23,dominicks,8,0.0,1.89,4864.0
1991-01-30,dominicks,8,0.0,1.89,10176.0
1991-02-06,dominicks,8,1.0,1.49,105344.0
1991-02-13,dominicks,8,0.0,1.49,33600.0
1991-02-20,dominicks,8,0.0,1.89,4736.0
1991-02-27,dominicks,8,0.0,1.89,10304.0
1991-03-06,dominicks,8,1.0,1.89,5056.0
1991-03-13,dominicks,8,1.0,0.94,179968.0
1991-03-20,dominicks,8,0.0,1.89,4992.0
1991-03-27,dominicks,8,0.0,1.89,6400.0
1991-04-03,dominicks,8,1.0,1.59,14912.0
1991-04-10,dominicks,8,0.0,1.59,34624.0
1991-04-17,dominicks,8,0.0,1.59,10368.0
1991-04-24,dominicks,8,1.0,0.99,194880.0
1991-05-01,dominicks,8,1.0,1.89,5696.0
1991-05-08,dominicks,8,0.0,1.89,7168.0
1991-05-15,dominicks,8,0.0,1.89,2880.0
1991-05-22,dominicks,8,0.0,1.89,12288.0
1991-05-29,dominicks,8,0.228682783,2.326737768,11285.33333
1991-06-05,dominicks,8,0.228682783,2.326737768,10282.66667
1991-06-12,dominicks,8,0.0,1.69,9280.0
1991-06-19,dominicks,8,1.0,1.26,25856.0
1991-06-26,dominicks,8,0.0,1.29,19264.0
1991-07-03,dominicks,8,0.0,1.69,6848.0
1991-07-10,dominicks,8,0.0,1.69,12928.0
1991-07-17,dominicks,8,1.0,1.59,44032.0
1991-07-24,dominicks,8,0.0,1.59,25408.0
1991-07-31,dominicks,8,0.0,1.69,38336.0
1991-08-07,dominicks,8,1.0,0.99,152384.0
1991-08-14,dominicks,8,0.0,0.99,54464.0
1991-08-21,dominicks,8,1.0,1.49,47680.0
1991-08-28,dominicks,8,0.0,1.49,14720.0
1991-09-04,dominicks,8,0.0,1.39,53248.0
1991-09-11,dominicks,8,0.0,1.39,40576.0
1991-09-18,dominicks,8,0.0,1.39,25856.0
1991-09-25,dominicks,8,1.0,1.58,24064.0
1991-10-02,dominicks,8,0.0,1.58,15680.0
1991-10-09,dominicks,8,0.0,1.58,16576.0
1991-10-16,dominicks,8,1.0,1.58,49664.0
1991-10-23,dominicks,8,0.0,1.58,10752.0
1991-10-30,dominicks,8,0.0,1.58,9792.0
1991-11-06,dominicks,8,0.0,1.58,7104.0
1991-11-13,dominicks,8,1.0,1.58,9216.0
1991-11-20,dominicks,8,0.0,1.58,12608.0
1991-11-27,dominicks,8,0.0,1.58,16448.0
1991-12-04,dominicks,8,1.0,1.58,27968.0
1991-12-11,dominicks,8,0.0,1.58,37824.0
1991-12-18,dominicks,8,1.0,1.58,33664.0
1991-12-25,dominicks,8,0.0,1.58,17728.0
1992-01-01,dominicks,8,1.0,1.58,25088.0
1992-01-08,dominicks,8,0.0,1.58,13184.0
1992-01-15,dominicks,8,0.0,1.58,3136.0
1992-01-22,dominicks,8,0.0,1.58,5696.0
1992-01-29,dominicks,8,0.0,1.58,19008.0
1992-02-05,dominicks,8,0.0,1.58,121664.0
1992-02-12,dominicks,8,0.0,1.58,38848.0
1992-02-19,dominicks,8,0.0,1.58,6144.0
1992-02-26,dominicks,8,0.0,1.58,13632.0
1992-03-04,dominicks,8,0.0,1.58,9792.0
1992-03-11,dominicks,8,1.0,1.58,86912.0
1992-03-18,dominicks,8,0.0,1.58,24512.0
1992-03-25,dominicks,8,0.0,1.58,58048.0
1992-04-01,dominicks,8,0.0,1.58,13952.0
1992-04-08,dominicks,8,0.0,1.58,15168.0
1992-04-15,dominicks,8,0.0,1.58,14592.0
1992-04-22,dominicks,8,1.0,1.29,145088.0
1992-04-29,dominicks,8,0.0,1.29,43712.0
1992-05-06,dominicks,8,0.0,1.69,20608.0
1992-05-13,dominicks,8,0.0,1.69,18752.0
1992-05-20,dominicks,8,0.0,1.79,20160.0
1992-05-27,dominicks,8,0.0,1.69,18688.0
1992-06-03,dominicks,8,0.0,1.69,133824.0
1992-06-10,dominicks,8,0.0,1.69,63488.0
1992-06-17,dominicks,8,0.0,1.79,71040.0
1992-06-24,dominicks,8,0.228682783,2.326737768,0.0
1992-07-01,dominicks,8,0.0,1.79,15360.0
1992-07-08,dominicks,8,0.0,1.79,17728.0
1992-07-15,dominicks,8,0.0,1.29,24256.0
1992-07-22,dominicks,8,0.0,1.79,19968.0
1992-07-29,dominicks,8,0.0,1.69,15936.0
1992-08-05,dominicks,8,1.0,1.49,76352.0
1992-08-12,dominicks,8,1.0,1.69,17408.0
1992-08-19,dominicks,8,0.0,1.79,17536.0
1992-08-26,dominicks,8,0.0,1.59,31232.0
1992-09-02,dominicks,8,0.0,1.29,19200.0
1992-09-09,dominicks,8,0.0,1.79,12800.0
1992-09-16,dominicks,8,0.0,1.79,15296.0
1992-09-23,dominicks,8,0.0,1.79,20992.0
1992-09-30,dominicks,8,0.0,1.49,73856.0
1992-10-07,dominicks,8,0.0,1.79,16192.0
1990-06-20,dominicks,9,1.0,1.59,8576.0
1990-06-27,dominicks,9,0.0,2.29,1152.0
1990-07-04,dominicks,9,0.0,2.29,896.0
1990-07-11,dominicks,9,0.0,2.29,2176.0
1990-07-18,dominicks,9,0.0,2.29,1152.0
1990-07-25,dominicks,9,0.0,2.29,3328.0
1990-08-01,dominicks,9,0.0,2.29,4928.0
1990-08-08,dominicks,9,1.0,2.09,6144.0
1990-08-15,dominicks,9,0.0,2.09,3712.0
1990-08-22,dominicks,9,0.0,2.09,704.0
1990-08-29,dominicks,9,0.0,2.09,960.0
1990-09-05,dominicks,9,1.0,1.89,39168.0
1990-09-12,dominicks,9,0.0,1.89,5632.0
1990-09-19,dominicks,9,0.0,1.89,8128.0
1990-09-26,dominicks,9,0.0,1.79,4608.0
1990-10-03,dominicks,9,1.0,1.79,45184.0
1990-10-10,dominicks,9,0.0,1.79,5824.0
1990-10-17,dominicks,9,0.0,2.29,576.0
1990-10-24,dominicks,9,1.0,1.14,95040.0
1990-10-31,dominicks,9,0.0,1.59,704.0
1990-11-07,dominicks,9,1.0,1.59,15040.0
1990-11-14,dominicks,9,0.0,1.29,9408.0
1990-11-21,dominicks,9,0.0,0.99,25920.0
1990-11-28,dominicks,9,1.0,1.59,14016.0
1990-12-05,dominicks,9,1.0,2.29,51456.0
1990-12-12,dominicks,9,0.0,1.89,8192.0
1990-12-19,dominicks,9,1.0,1.39,53760.0
1990-12-26,dominicks,9,0.0,1.89,5056.0
1991-01-02,dominicks,9,0.0,1.89,1856.0
1991-01-09,dominicks,9,0.0,1.89,4352.0
1991-01-16,dominicks,9,1.0,0.99,130560.0
1991-01-23,dominicks,9,0.0,1.89,8640.0
1991-01-30,dominicks,9,0.0,1.89,5760.0
1991-02-06,dominicks,9,1.0,1.49,57216.0
1991-02-13,dominicks,9,0.0,1.49,11456.0
1991-02-20,dominicks,9,0.0,1.89,3712.0
1991-02-27,dominicks,9,0.0,1.89,4416.0
1991-03-06,dominicks,9,1.0,1.89,3776.0
1991-03-13,dominicks,9,1.0,0.94,99520.0
1991-03-20,dominicks,9,0.0,1.89,1344.0
1991-03-27,dominicks,9,0.0,1.89,3008.0
1991-04-03,dominicks,9,1.0,1.59,12288.0
1991-04-10,dominicks,9,0.0,1.59,6208.0
1991-04-17,dominicks,9,0.0,1.59,5696.0
1991-04-24,dominicks,9,1.0,0.99,106496.0
1991-05-01,dominicks,9,1.0,1.89,2944.0
1991-05-08,dominicks,9,0.0,1.89,2944.0
1991-05-15,dominicks,9,0.228682783,2.326737768,17322.66667
1991-05-22,dominicks,9,0.228682783,2.326737768,31701.33333
1991-05-29,dominicks,9,1.0,1.59,46080.0
1991-06-05,dominicks,9,0.0,1.59,3264.0
1991-06-12,dominicks,9,0.0,2.09,2112.0
1991-06-19,dominicks,9,1.0,1.41,7616.0
1991-06-26,dominicks,9,0.0,1.29,4096.0
1991-07-03,dominicks,9,0.0,1.89,704.0
1991-07-10,dominicks,9,0.0,1.89,3136.0
1991-07-17,dominicks,9,1.0,1.59,33024.0
1991-07-24,dominicks,9,0.0,1.59,22592.0
1991-07-31,dominicks,9,0.0,1.89,3904.0
1991-08-07,dominicks,9,1.0,0.99,95296.0
1991-08-14,dominicks,9,0.0,0.99,15744.0
1991-08-21,dominicks,9,1.0,1.49,33984.0
1991-08-28,dominicks,9,0.0,1.49,11904.0
1991-09-04,dominicks,9,0.0,1.39,11328.0
1991-09-11,dominicks,9,0.0,1.39,7296.0
1991-09-18,dominicks,9,0.0,1.39,7936.0
1991-09-25,dominicks,9,1.0,1.58,15168.0
1991-10-02,dominicks,9,0.0,1.58,8384.0
1991-10-09,dominicks,9,0.0,1.58,11328.0
1991-10-16,dominicks,9,1.0,1.58,38528.0
1991-10-23,dominicks,9,0.0,1.58,6464.0
1991-10-30,dominicks,9,0.0,1.58,5632.0
1991-11-06,dominicks,9,0.0,1.58,1088.0
1991-11-13,dominicks,9,1.0,1.58,8000.0
1991-11-20,dominicks,9,0.0,1.58,3456.0
1991-11-27,dominicks,9,0.0,1.58,1728.0
1991-12-04,dominicks,9,1.0,1.58,18816.0
1991-12-11,dominicks,9,0.0,1.58,22080.0
1991-12-18,dominicks,9,1.0,1.58,10368.0
1991-12-25,dominicks,9,0.0,1.58,3008.0
1992-01-01,dominicks,9,1.0,1.58,8192.0
1992-01-08,dominicks,9,0.0,1.58,11648.0
1992-01-15,dominicks,9,0.0,1.58,1984.0
1992-01-22,dominicks,9,0.0,1.58,5504.0
1992-01-29,dominicks,9,0.0,1.58,10752.0
1992-02-05,dominicks,9,0.0,1.58,67648.0
1992-02-12,dominicks,9,0.0,1.58,7232.0
1992-02-19,dominicks,9,0.0,1.58,1152.0
1992-02-26,dominicks,9,0.0,1.58,7168.0
1992-03-04,dominicks,9,0.0,1.58,4672.0
1992-03-11,dominicks,9,1.0,1.58,48640.0
1992-03-18,dominicks,9,0.0,1.58,10944.0
1992-03-25,dominicks,9,0.0,1.58,23168.0
1992-04-01,dominicks,9,0.0,1.58,2688.0
1992-04-08,dominicks,9,0.0,1.58,13184.0
1992-04-15,dominicks,9,0.0,1.58,26496.0
1992-04-22,dominicks,9,1.0,1.29,72576.0
1992-04-29,dominicks,9,0.0,1.29,8256.0
1992-05-06,dominicks,9,0.0,1.89,6720.0
1992-05-13,dominicks,9,0.0,1.89,4736.0
1992-05-20,dominicks,9,0.0,1.99,2624.0
1992-05-27,dominicks,9,0.0,1.69,6080.0
1992-06-03,dominicks,9,0.228682783,2.326737768,0.0
1992-06-10,dominicks,9,0.0,1.69,20992.0
1992-06-17,dominicks,9,0.0,1.99,6464.0
1992-06-24,dominicks,9,0.0,1.99,2496.0
1992-07-01,dominicks,9,0.0,1.99,1088.0
1992-07-08,dominicks,9,0.0,1.99,8000.0
1992-07-15,dominicks,9,0.228682783,2.326737768,0.0
1992-07-22,dominicks,9,0.0,1.99,7296.0
1992-07-29,dominicks,9,0.0,1.69,6976.0
1992-08-05,dominicks,9,1.0,1.49,43840.0
1992-08-12,dominicks,9,1.0,1.89,3968.0
1992-08-19,dominicks,9,0.0,1.99,2624.0
1992-08-26,dominicks,9,0.0,1.79,8192.0
1992-09-02,dominicks,9,0.0,1.29,6528.0
1992-09-09,dominicks,9,0.0,1.99,2496.0
1992-09-16,dominicks,9,0.0,2.13,1408.0
1992-09-23,dominicks,9,0.0,2.13,3776.0
1992-09-30,dominicks,9,0.0,1.49,43392.0
1992-10-07,dominicks,9,0.0,2.13,3520.0
1990-06-20,dominicks,14,1.0,1.59,7232.0
1990-06-27,dominicks,14,0.0,2.69,1408.0
1990-07-04,dominicks,14,0.0,2.69,512.0
1990-07-11,dominicks,14,0.0,2.69,3264.0
1990-07-18,dominicks,14,0.0,2.69,448.0
1990-07-25,dominicks,14,0.0,2.69,64.0
1990-08-01,dominicks,14,0.0,2.69,896.0
1990-08-08,dominicks,14,1.0,2.09,4992.0
1990-08-15,dominicks,14,0.0,2.09,1728.0
1990-08-22,dominicks,14,0.0,2.09,1536.0
1990-08-29,dominicks,14,0.0,2.09,128.0
1990-09-05,dominicks,14,1.0,1.89,18816.0
1990-09-12,dominicks,14,0.0,1.89,8000.0
1990-09-19,dominicks,14,0.0,1.89,1216.0
1990-09-26,dominicks,14,0.0,1.79,5120.0
1990-10-03,dominicks,14,1.0,1.79,10816.0
1990-10-10,dominicks,14,0.0,1.79,5632.0
1990-10-17,dominicks,14,0.0,2.69,640.0
1990-10-24,dominicks,14,1.0,1.24,36032.0
1990-10-31,dominicks,14,0.0,1.59,256.0
1990-11-07,dominicks,14,1.0,1.59,9280.0
1990-11-14,dominicks,14,0.0,1.29,11264.0
1990-11-21,dominicks,14,0.0,0.99,30272.0
1990-11-28,dominicks,14,1.0,1.59,8000.0
1990-12-05,dominicks,14,1.0,2.49,34304.0
1990-12-12,dominicks,14,0.0,2.69,4800.0
1990-12-19,dominicks,14,1.0,1.39,22848.0
1990-12-26,dominicks,14,0.0,2.69,704.0
1991-01-02,dominicks,14,0.0,2.69,768.0
1991-01-09,dominicks,14,0.0,2.69,320.0
